id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm87277,"The Headless Horseman",MOVIE,"The village of Sleepy Hollow is getting ready to greet the new schoolteacher, Ichabod Crane, who is coming from New York. Crane has already heard of the village's legendary ghost, a headless horseman who is said to be searching for the head that he lost in battle. The schoolteacher has barely arrived when he begins to pursue the beautiful young heiress Katrina Van Tassel, angering Abraham Van Brunt, who is courting her. Crane's harsh, small-minded approach to teaching also turns some of the villagers against him. Soon there many who would like to see him leave the village altogether.",1922,,76,"['horror', 'comedy', 'drama']",['US'],,tt0013223,4.9,299,0.747,5.5
tm112752,"Sherlock Holmes and the Secret Weapon",MOVIE,"In the midst of World War II, Sherlock Holmes rescues the Swiss inventor of a new bomb-sight from the Gestapo and brings him to England, where he shortly falls into the clutches of Professor Moriarty.",1943,,68,"['thriller', 'crime', 'drama']",['US'],,tt0035317,6.5,5948,4.593,6.3
tm137796,"The Kennel Murder Case",MOVIE,"Philo Vance, accompanied by his prize-losing Scottish terrier, investigates the locked-room murder of a prominent and much-hated collector whose broken Chinese vase provides an important clue.",1933,,73,['crime'],['US'],,tt0024210,6.9,3447,2.496,6.3
tm15689,"The Woman in Green",MOVIE,"Sherlock Holmes investigates when young women around London turn up murdered, each with a finger severed. Scotland Yard suspects a madman, but Holmes believes the killings to be part of a diabolical plot.",1945,,68,"['thriller', 'crime', 'drama']",['US'],,tt0038259,6.6,6065,8.992,6.5
tm15954,"Wonder Man",MOVIE,"Boisterous nightclub entertainer Buzzy Bellew was the witness to a murder committed by gangster Ten Grand Jackson. One night, two of Jackson's thugs kill Buzzy and dump his body in the lake at Prospect Park in Brooklyn. Buzzy comes back as a ghost and summons his bookworm twin, Edwin Dingle, to Prospect Park so that he can help the police nail Jackson.",1945,,98,"['fantasy', 'comedy']",['US'],,tt0038260,6.9,2228,3.373,6.5
tm131957,"At War with the Army",MOVIE,"Two former nightclub partners are now enlisted in the Army. Sergeant Puccinelli ranks above his former partner, Private First Class Korwin. Puccinelli is desperately trying to get transferred from his dull job to active duty overseas. Meanwhile, all Korwin wants is a pass to see his wife and new baby.",1950,,93,"['comedy', 'war']",['US'],,tt0042209,5.5,2373,3.857,5.4
tm88605,"Fear in the Night",MOVIE,"The dream is unusually vivid: Bank employee Vince Grayson finds himself murdering a man in a sinister octagonal-shaped room lined with mirrors while a mysterious woman breaks into a safe. It is so vivid that Vince suspects it may have really happened. To get the dream off his mind, he goes on a picnic with some relatives. When a thunderstorm forces his party into a nearby mansion, Vince discovers that the bizarre room does exist, and it means nothing but trouble.",1947,,72,"['thriller', 'crime', 'drama']",['US'],,tt0039372,6.4,1549,3.838,5.5
tm163014,"Gulliver's Travels",MOVIE,"Gulliver washes ashore on Lilliput and attempts to prevent war between that tiny kingdom and its equally-miniscule rival, Blefiscu, as well as smooth the way for the romance between the Princess and Prince of the opposing lands. In this he is alternately aided and hampered by the Lilliputian town crier and general fussbudget, Gabby. A life-threatening situation develops when the bumbling trio of Blefiscu spies, Sneak, Snoop, and Snitch, manage to steal Gulliver's pistol.",1939,G,76,"['action', 'animation', 'family', 'comedy', 'fantasy', 'romance']",['US'],,tt0031397,6.6,4330,5.762,6.3
tm67142,"The Inspector General",MOVIE,"An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom they think is traveling in disguise. Fearing he will discover they've been pocketing tax money, they make several bungled attempts to kill him.",1949,,101,"['romance', 'comedy']",['US'],,tt0041509,6.7,3295,3.945,6.4
tm131928,"The Vampire Bat",MOVIE,"When the villagers of Klineschloss start dying of blood loss, the town fathers suspect a resurgence of vampirism. While police inspector Karl remains skeptical, scientist Dr. von Niemann cares for the vampire's victims one by one, and suspicion falls on simple-minded Herman Gleib because of his fondness for bats. A blood-thirsty mob hounds Gleib to his death, but the vampire attacks don't stop.",1933,,64,"['horror', 'thriller', 'drama', 'romance', 'scifi']",['US'],,tt0024727,5.7,2558,4.216,5.4
tm53436,Svengali,MOVIE,"A music maestro uses hypnotism on a young model he meets in Paris to make her both his muse and wife.",1931,,81,"['horror', 'fantasy', 'drama', 'romance', 'scifi']",['US'],,tt0022454,6.8,2027,1.237,6
tm83000,"Pot o' Gold",MOVIE,"Jimmy, the owner of a failed music shop, goes to work with his uncle, the owner of a food factory. Before he gets there, he befriends an Irish family who happens to be his uncle's worst enemy because of their love for music and in-house band who constantly practices. Soon, Jimmy finds himself trying to help the band by getting them gigs and trying to reconcile the family with his uncle.",1941,,86,"['romance', 'comedy']",['US'],,tt0034055,6,1745,2.255,6.3
tm88304,"My Favorite Brunette",MOVIE,"Baby photographer Ronnie Jackson, on death row in San Quentin, tells reporters how he got there: taking care of his private-eye neighbor's office, Ronnie is asked by the irresistible Baroness Montay to find the missing Baron. There follow confusing but sinister doings in a gloomy mansion and a private sanatorium, with every plot twist a parody of thriller cliches.",1947,,87,"['thriller', 'crime', 'romance', 'comedy']",['US'],,tt0039645,6.8,3404,3.368,6.8
tm106125,"Within Our Gates",MOVIE,"Abandoned by her fiancÃ©, an educated negro woman with a shocking past dedicates herself to helping a near bankrupt school for impoverished negro youths.",1920,,74,"['drama', 'romance']",['US'],,tt0011870,6.4,3098,4.79,5.7
tm107014,"Way Down East",MOVIE,"A naive country girl is tricked into a sham marriage by a wealthy womanizer, then must rebuild her life despite the taint of having borne a child out of wedlock.",1920,,145,"['romance', 'drama']",['US'],,tt0011841,7.4,5460,5.858,7
tm115008,"Ghosts on the Loose",MOVIE,"The East Side Kids try to fix up a house for newlyweds, but find the place next door "haunted"" by mysterious men."",1943,,67,"['comedy', 'action', 'thriller']",['US'],,tt0035939,5,1367,3.019,4.6
tm64701,"My Foolish Heart",MOVIE,"After a long absence, Mary Jane visits her schoolfriend Eloise, and Eloise's daughter Ramona. Eloise drinks too much and is unhappily married to Lew Wengler. Eloise falls asleep and remembers her time with her true love, Walt Dreiser, at the beginning of the Second World War. She recalls the events that lead up to her split with Mary Jane, and how Lew married Eloise rather than Mary Jane.",1950,,98,"['drama', 'romance']",['US'],,tt0041672,6.9,1055,2.368,7.4
tm89053,"Terror by Night",MOVIE,"Holmes and Watson board a passenger train bound from London to Edinburgh, to guard the Star of Rhodesia, an enormous diamond worth a fortune belonging to an elderly woman of wealth; but within the first hour of the trip, the woman's son is murdered and the diamond stolen and any of the passengers in their car could be the killer thief.",1946,,60,"['thriller', 'drama', 'crime']",['US'],,tt0039017,6.8,6070,5.282,6.7
tm84810,"Till the Clouds Roll By",MOVIE,"Light bio-pic of American Broadway pioneer Jerome Kern, featuring renditions of the famous songs from his musical plays by contemporary stage artists, including a condensed production of his most famous: 'Showboat'.",1946,,132,['music'],['US'],,tt0039035,6.3,2406,2.711,5.6
tm83280,"King of the Zombies",MOVIE,"During World War II, a small plane somewhere over the Caribbean runs low on fuel and is blown off course by a storm. Guided by a faint radio signal, they crash-land on an island. The passenger, his manservant and the pilot take refuge in a mansion owned by a doctor. The quick-witted yet easily-frightened manservant soon becomes convinced the mansion is haunted by zombies and ghosts.",1941,,67,"['comedy', 'horror']",['US'],,tt0033787,5.2,2206,3.763,5.3
tm101000,"Our Daily Bread",MOVIE,"John and Mary sims are city-dwellers hit hard by the financial fist of The Depression. Driven by bravery (and sheer desperation) they flee to the country and, with the help of other workers, set up a farming community - a socialist mini-society based upon the teachings of Edward Gallafent. The newborn community suffers many hardships - drought, vicious raccoons and the long arm of the law - but ultimately pull together to reach a bread-based Utopia.",1934,,80,"['romance', 'drama']",['US'],,tt0025610,7,1968,3.615,7.1
tm105223,"Judge Priest",MOVIE,"Judge Priest, a proud Confederate veteran, restores the justice in a small town in the Post-Bellum Kentucky using his common sense and his great sense of humanity.",1934,,80,"['comedy', 'drama', 'romance']",['US'],,tt0025335,6.2,2196,2.996,6.5
tm91499,"Angel and the Badman",MOVIE,"Notorious shootist and womanizer Quirt Evans' horse collapses as he passes a Quaker family's home. Quirt has been wounded, and the kindly family takes him in to nurse him back to health against the advice of others. The handsome Evans quickly attracts the affections of their beautiful daughter, Penelope. He develops an affection for the family and their faith, but his troubled past follows him.",1947,,100,"['western', 'romance']",['US'],,tt0039152,6.8,5913,5.926,6.5
tm78387,"That Uncertain Feeling",MOVIE,"A happily married woman sees a psychoanalyst and develops doubts about her husband.",1941,,84,"['romance', 'comedy']",['US'],,tt0034274,6.6,2676,2.747,6.6
tm142928,"The Emperor Jones",MOVIE,"Unscrupulously ambitious, Brutus Jones escapes from jail after killing a guard and through bluff and bravado he finds himself the emperor of a Caribbean island.",1933,,75,"['drama', 'music']",['US'],,tt0023985,6.4,1077,1.946,5.9
tm79455,"The Mad Monster",MOVIE,"A mad scientist changes his simple-minded handyman into a werewolf in order to prove his supposedly crazy scientific theories - and exact revenge.",1942,,77,"['horror', 'drama', 'romance', 'scifi']",['US'],,tt0035009,3.5,1743,3.158,3.2
tm113646,"The North Star",MOVIE,"A Ukrainian village must suddenly contend with the Nazi invasion of June 1941.",1943,,108,"['drama', 'war', 'romance']",['US'],,tt0036217,5.9,1510,2.467,5.9
tm115888,"Revolt of the Zombies",MOVIE,"The story is set in Cambodia in the years following WWI. Evil Count Mazovia (Roy D'Arcy) has come into possession of the secret methods by which men can be transformed into walking zombies and uses these unholy powers to create a race of slave laborers. An expedition is sent to the ruins of Angkor Wat, in hopes of ending Mazovia's activities once and for all. Unfortunately, Armand (Dean Jagger), one of the members of the expedition, has his own agenda.",1936,,65,['horror'],['US'],,tt0028174,3.4,1693,2.739,3.3
tm64510,Tulsa,MOVIE,"It's Tulsa, Oklahoma at the start of the oil boom and Cherokee Lansing's rancher father is killed in a fight with the Tanner Oil Company. Cherokee plans revenge by bringing in her own wells with the help of oil expert Brad Brady and childhood friend Jim Redbird. When the oil and the money start gushing in, both Brad and Jim want to protect the land but Cherokee has different ideas. What started out as revenge for her father's death has turned into an obsession for wealth and power.",1949,,90,"['drama', 'western', 'romance', 'action']",['US'],,tt0041994,6.2,1197,2.557,6.1
tm61710,"Africa Screams",MOVIE,"When bookseller Buzz cons Diana into thinking that his friend Stanley knows all there is to know about Africa, they are abducted and ordered to lead Diana and her henchmen to an African tribe in search of a fortune in jewels.",1949,,140,"['comedy', 'action']",['US'],,tt0041098,6,3776,4.447,6.2
tm4000,Bluebeard,MOVIE,"Young female models are being strangled. Will law enforcement be able to stop the crime wave before more women become victims?",1944,,71,"['crime', 'horror', 'thriller']",['US'],,tt0036653,5.9,1892,2.089,5.8
tm17323,"Captain Kidd",MOVIE,"This unhistorical account of pirate Captain Kidd revolves around treasure and treachery. In 1699, William Kidd, presenting himself as an honest shipmaster, dupes King William III into backing his mission to fight pirates, with a crew of condemned pirates and the promise of pardon.",1945,,90,"['drama', 'history']",['US'],,tt0037576,6.3,1757,4.113,6.1
tm14979,"Nazi Concentration Camps",MOVIE,"Produced and presented as evidence at the Nuremberg war crimes trial of Hermann GÃ¶ring and twenty other Nazi leaders, this film consists primarily of dead and surviving prisoners and of facilities used to kill and torture during the World War II.",1945,,59,"['documentation', 'history']",['US'],,tt0247568,8.3,1437,4.812,7.8
tm147,"A Fool There Was",MOVIE,"John Schuyler, a happily married lawyer, is appointed diplomat and sent to England; But, due to an unfortunate accident, his wife and child can not come along with him. On the ship to England, Schuyler meets the notorious Vampire-- A relentless gold-digger who causes the moral degradation of those she seduces, first fascinating and then draining the very life from her victims.",1915,,67,['drama'],['US'],,tt0005339,5.7,920,1.5,5.3
tm113731,"Come and Get It",MOVIE,"An ambitious lumberjack abandons his saloon girl lover so that he can marry into wealth, but years later becomes infatuated with the woman's daughter.",1936,,99,"['romance', 'drama']",['US'],,tt0027459,6.9,2094,2.138,6.7
tm75528,"Tarzan of the Apes",MOVIE,"A female ape takes to mothering the orphaned boy (Tarzan) and raises him over the course of many years until a rescue mission is finally launched and the search party combs the jungle for the long-time missing Lord Greystoke. But then, one of the search members, Jane Porter, gets separated from the group and comes face to face with fearsome wild animals. Tarzan saves her from harm just in the knick of time and love begins to blossom.",1918,,60,['action'],['US'],,tt0009682,5.8,819,1.849,5.1
tm59440,"Riders of the Whistling Pines",MOVIE,"While trailing Forest Ranger Charles Carter, who is suspected of permitting lumber man Henry Mitchell to cut restricted timber, Gene fires at a dangerous mountain lion and apparently kills Carter. Actually, Bill Wright, Mitchell's associate, killed Carter because the ranger had discovered tussock moth infestation in the forest, and if the infestation was not reported, the trees would die and have to be cut, thereby profiting Mitchell and Wright. In order to compensate the best he can, Gene sells his sportsman's camp and gives the money to Carter's daughter Helen . En route to Texas, Gene discovers the infestation and is assigned by the Forest Department to supervise the program of spraying the area with DDT from the air. After the first day of spraying, the DDT is blamed by furious stock men for the many animals found dead of poisoning.",1949,,70,"['western', 'music', 'action']",['US'],,tt0041809,5.7,208,0.6,5
tm82159,"Bowery at Midnight",MOVIE,"Soup kitchen operator and criminologist Bela Lugosi operates a soup kitchen as a front for a criminal gang who commit a series of robberies and murders.",1942,,61,"['horror', 'crime', 'thriller']",['US'],,tt0034546,5.3,1113,3.302,5.4
tm91623,"Dressed to Kill",MOVIE,"A convicted thief in Dartmoor prison hides the location of the stolen Bank of England printing plates inside three music boxes. When the innocent purchasers of the boxes start to be murdered, Holmes and Watson investigate.",1946,,72,['crime'],['US'],,tt0038494,6.8,6050,5.978,6.6
tm115641,"Little Lord Fauntleroy",MOVIE,"An American boy turns out to be the heir of a wealthy British earl. He is sent to live with the irritable and unsentimental aristocrat, his grandfather.",1936,,102,"['drama', 'family']",['US'],,tt0027893,7.2,2132,5.27,6.9
tm106886,"The Last of the Mohicans",MOVIE,"As Alice and Cora Munro attempt to find their father, a British officer in the French and Indian War, they are set upon by French soldiers and their cohorts, Huron tribesmen led by the evil Magua. Fighting to rescue the women are Chingachgook and his son Uncas, the last of the Mohican tribe, and their white ally, the frontiersman Natty Bumppo, known as Hawkeye.",1920,,73,"['drama', 'romance', 'war', 'action']",['US'],,tt0011387,6.7,1275,2.591,6.4
tm105675,Sex,MOVIE,"Adrienne, the queen of the Frivolity Theater, is a self-centered vamp who steals other women's husbands. Her current conquest is Phillip Overman, and when Overman's wife pleads with the vamp to free her husband, Adrienne turns a deaf ear. Daisy, a chorine, is shocked by her colleague's callousness, but Adrienne asserts that she is only being practical. When she meets Pittsburgh millionaire Dave Wallace, Adrienne falls in love and casts Overman aside. Soon after their marriage, Adrienne learns that her husband is having an affair with Daisy, who is now the reigning queen of Broadway. She pleads with Daisy to release her husband, who responds by repeating the philosophy that Adrienne had given her. Despondently boarding a boat bound for Europe, Adrienne sees the Overmans, who are now happily reunited, and realizes the shallowness of her life.",1920,,87,"['drama', 'crime']",['US'],,tt0322220,5.9,309,0.982,6.1
tm10223,"The Iron Mask",MOVIE,"King Louis XIII of France is thrilled to have born to him a son - an heir to the throne. But when the queen delivers a twin, Cardinal Richelieu sees the second son as a potential for revolution, and has him sent off to Spain to be raised in secret to ensure a peaceful future for France. Alas, keeping the secret means sending Constance, lover of D'Artagnan, off to a convent. D'Artagnan hears of this and rallies the Musketeers in a bid to rescue her. Unfortunately, Richelieu out-smarts the Musketeers and banishes them forever.",1929,,103,"['action', 'drama', 'history', 'romance']",['US'],,tt0020030,7,1272,2.273,6.9
tm127645,"The Black Pirate",MOVIE,"A nobleman vows to avenge the death of his father at the hands of pirates. To this end he infiltrates the pirate band. Acting in character he is instrumental in the capture of a ship, but things are complicated when he finds that there is a young woman on board whom he wishes to protect from the threat of rape.",1926,,94,"['drama', 'action']",['US'],,tt0016654,7.1,1892,4.019,6.9
tm5761,Enchantment,MOVIE,"Roland Dane finally retires to the house he was brought up in. Lost in thoughts of his lost love Lark, he does not want to be disturbed in his last days. However, the appearance of his niece and her subsequent romance with Lark's nephew causes him to reevaluate his life and offer some advice so the young couple doesn't make the same mistake he did, all those years ago.",1948,,100,"['romance', 'drama']",['US'],,tt0040321,7.2,1199,2.231,6.5
tm78612,"Spooks Run Wild",MOVIE,"A group of delinquents on their way to summer camp get stuck in a haunted house.",1941,,65,"['horror', 'comedy']",['US'],,tt0034224,5.4,1700,1.515,5.1
tm64369,"Swing High, Swing Low",MOVIE,"In Panama, Maggie King meets soldier Skid Johnson on his last day in the army and reluctantly agrees to a date to celebrate. The two become involved in a nightclub brawl which causes Maggie to miss her ship back to the States. Now stranded, she's forced to move in with Skid and his pal Harry. She soon falls in love with Skid. Skid gets a job playing the trumpet at a local club and becomes a big success. Fame and fortune go to his head which eventually destroys his relationship Maggie and his career.",1937,,92,"['drama', 'music', 'romance', 'comedy']",['US'],,tt0029626,6.2,755,2.363,5
tm89501,"Scared to Death",MOVIE,"A woman is married to the son of a doctor, the proprietor of a private sanatorium, where she is under unwilling treatment. Both the son and the doctor indicate they want the marriage dissolved. Arriving at the scene is a mysterious personage identified as the doctor's brother who formerly was a stage magician in Europe. He is accompanied by a threatening dwarf...",1947,,65,"['thriller', 'horror']",['US'],,tt0039800,4,1605,1.372,4.2
tm154,"Alice in Wonderland",MOVIE,"Alice goes with her sister to a picnic and then she falls asleep and starts dreaming about a wonderland full of talking animals and walking playing cards.",1915,,59,"['fantasy', 'family']",['US'],,tt0004873,6.2,510,2.531,5.7
tm3491,"The Animal Kingdom",MOVIE,"Tom Collier has had a great relationship with Daisy, but when he decides to marry, it is not Daisy whom he asks, it is Cecelia. After the marriage, Tom is bored with the social scene and the obligations of his life. He publishes books that will sell, not books that he wants to write. Even worse, he has his old friend working as a butler and Cecelia wants him fired. When Tom tries to get back together with Daisy to renew the feelings that he once felt, Daisy turns the tables on him and leaves to protect both of them.  Remade in 1946 as One More Tomorrow.",1932,,85,"['drama', 'comedy', 'romance']",['US'],,tt0022628,6.4,1121,2.532,6.3
tm7350,"Glorifying the American Girl",MOVIE,"A young woman, who wants to be in the Follies, is making ends meet by working at a department store's sheet music department, where she sings the latest hits. She is accompanied on piano by her childhood boyfriend, who is in love with her, despite her single-minded interest in her career. When a vaudeville performer asks her to join him as his new partner, she sees it as an opportunity to make her dream come true. Upon arriving in New York City, our heroine finds out that her new partner is only interested in sleeping with her and makes this a condition of making her a star. Soon, however, she is discovered by a representative of Ziegfeld.",1929,,95,"['music', 'comedy', 'drama']",['US'],,tt0019933,5.8,717,2.303,5.7
tm115793,"Lady of Burlesque",MOVIE,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.",1943,,91,"['romance', 'comedy', 'music']",['US'],,tt0036094,6.3,2397,3.87,5.4
tm162999,"The Gorilla",MOVIE,"When an escaped circus gorilla appears to have gone on a murderous rampage, a threatened attorney calls on the detective trio of Garrity, Harrigan and Mullivan to act as bodyguards.  In short order, we discover that there is more to the attorney than meets the eye, and the ape may be innocent after all.  When a pretty young heiress faces peril, it's up to our heroic trio to save the day.",1939,,68,"['thriller', 'comedy', 'horror']",['US'],,tt0031387,4.8,1458,2.64,4.9
tm116740,"Why We Fight: The Nazis Strike",MOVIE,"The second film of Frank Capra's Why We Fight propaganda film series. It introduces Germany as a nation whose aggressive ambitions began in 1863 with Otto von Bismarck and the Nazis as its latest incarnation.",1943,,42,"['war', 'documentation', 'history']",['US'],,tt11100536,7,770,2.635,6.8
tm164439,"Hop-a-long Cassidy",MOVIE,"An evil ranch foreman tries to provoke a range war by playing two cattlemen against each other while helping a gang to rustle the cattle. Each cattleman blames the other for missing cattle. With the help of Bill Cassidy (Hop-along, because of an earlier bullet wound) and Johnny Nelson, the warring cattlemen join forces to do in the outlaws.",1935,,60,"['western', 'action', 'drama']",['US'],,tt0026493,6.8,349,0.621,5
tm4237,"The Cheat",MOVIE,"A venal, spoiled stockbroker's wife impulsively embezzles $10,000 from the charity she chairs and desperately turns to a Burmese ivory trader to replace the stolen money.",1915,,59,"['drama', 'romance']",['US'],,tt0005078,6.5,2549,3.611,6
tm64700,"Three Came Home",MOVIE,"Borneo, 1941, during World War II. When the Japanese occupy the island, American writer Agnes Newton Keith is separated from her husband and imprisoned with her son in a prison camp run by the enigmatic Colonel Suga.",1950,,106,"['drama', 'war']",['US'],,tt0043041,7.3,1871,2.421,6.8
tm110834,Yellowstone,MOVIE,"Murder mystery set in Yellowstone National Park.",1936,,63,"['drama', 'crime', 'romance', 'action']",['US'],,tt0028523,5.3,142,2.729,5
tm101797,"Blue Steel",MOVIE,"When Sheriff Jake sees a man at the safe and then finds the payroll gone, he trails him. Just as he is about to arrest him, the man saves his life. Still suspicious, he joins up with the man and later they learn that Melgrove, the towns leading citizen, is trying to take over the area's ranches by having his gang stop all incoming supply wagons. With the ranchers about to sell to Melgrove, the two newcomers say they will bring in provisions.",1934,,59,"['western', 'drama', 'action']",['US'],,tt0024902,5.3,1586,4.457,4.9
tm161889,"Nancy Drew... Reporter",MOVIE,"While participating in a contest at a local newspaper in which school children are asked to submit a news story, local attorney Carson Drew's daughter Nancy intercepts a real story assignment. She "covers"" the inquest of the death of a woman who was poisoned. Nancy doesn't think the young woman accused of the crime is guilty and corrals her neighbor Ted into searching for a vital piece of evidence and stumbles onto the identity of the real killer."",1939,,68,"['comedy', 'crime', 'family']",['US'],,tt0031709,6.6,1193,3.304,6.3
tm4086,"One Body Too Many",MOVIE,"An insurance salesman, Albert Tuttle, is hired as a body guard for a millionaire.",1944,,75,"['thriller', 'comedy', 'horror']",['US'],,tt0037151,5.3,1227,1.386,5.2
tm129565,Sparrows,MOVIE,"Molly, the eldest child of a group of orphans being used as slaves on a farm hidden deep in a swamp, must rescue the others when their cruel master decides that one of them will be disposed of.",1926,,84,['drama'],['US'],,tt0017423,7.4,1334,2.143,7.3
tm4401,"Hollow Triumph",MOVIE,"Pursued by the big-time gambler he robbed, John Muller assumes a new identityâ€”with unfortunate results.",1950,,90,"['thriller', 'crime', 'drama']",['US'],,tt0040444,6.7,2764,3.899,6.5
tm90223,"Dishonored Lady",MOVIE,"Art editor Madeleine Damian carries on numerous loveless affairs. After a failed relationship with advertiser Felix Courtland, the increasingly depressed Madeleine attempts suicide. When Jack Garet, her secretary and former lover, tries to blackmail her, Madeleine resigns and seeks a reclusive life. Neighbor David Cousins befriends Madeleine, but soon Courtland and Garet discover her whereabouts and disrupt her new life.",1947,,85,"['drama', 'crime']",['US'],,tt0039324,6.4,1384,1.995,5.6
tm66273,"The Second Woman",MOVIE,"In flashback from a 'Rebecca'-style beginning: Ellen Foster, visiting her aunt on the California coast, meets neighbor Jeff Cohalan and his ultramodern clifftop house. Ellen is strongly attracted to Jeff, who's being plagued by unexplainable accidents, major and minor. Bad luck, persecution...or paranoia? Warned that Jeff could be dangerous, Ellen fears that he's in danger, as the menacing atmosphere darkens.",1950,,91,"['drama', 'romance']",['US'],,tt0044013,6.3,1209,3.21,5.7
tm90019,"Topper Returns",MOVIE,"Topper is once again tormented by a fun-loving spirit. This time, it's Gail Richards, who was accidentally murdered while vacationing at the home of her wealthy friend, Ann Carrington (Landis), the intended victim. With Topper's help, Gail sets out to find her killer with the expected zany results.",1941,,88,"['romance', 'comedy', 'fantasy']",['US'],,tt0034303,6.8,3012,3.38,6.5
tm58781,Quicksand,MOVIE,"Young auto mechanic Dan Brady takes $20 from a cash register at work to go on a date with blonde femme fatale Vera Novak. Brady intends to put the money back before it is missed, but the garage's bookkeeper shows up earlier than scheduled. As Brady scrambles to cover evidence of his petty theft, he fast finds himself drawn into an ever worsening "quicksand"" of crime."",1950,,79,"['romance', 'drama', 'crime']",['US'],,tt0042869,6.6,2368,3.571,6.1
tm4826,"The Death Kiss",MOVIE,"When a movie actor is shot and killed during production, the true feelings about the actor begin to surface. As the studio heads worry about negative publicity, one of the writers tags along as the killing is investigated and clues begin to surface.",1932,,75,"['comedy', 'drama', 'romance', 'crime']",['US'],,tt0023935,6,1127,3.951,4.8
tm110938,"The Ape Man",MOVIE,"A scientist is turned into an ape man.",1943,G,64,"['horror', 'drama', 'scifi', 'thriller', 'action']",['US'],,tt0035640,4.4,1315,3.207,4.2
tm64321,"The Amazing Quest of Ernest Bliss",MOVIE,"A bored millionaire wagers his doctor that he can support himself at a working class job for year without touching his inheritance.",1936,,80,"['romance', 'drama', 'comedy']",['GB'],,tt0027286,6.2,1860,2.021,7.1
tm63937,"The Great Rupert",MOVIE,"Shortly before Christmas, a family moves into an apartment where Rupert the squirrel lives in the attic rafters. Just as it seems that the holiday will come and go without so much as a Christmas tree, Rupert acts as the family's guardian angel - not only saving Christmas, but changing their lives forever.",1950,,88,"['comedy', 'family']",['US'],,tt0042524,6.5,1228,1.988,5.9
tm163415,"They Made Me a Criminal",MOVIE,"A boxer flees, believing he has committed a murder while he was drunk.",1939,,92,"['drama', 'crime', 'sport']",['US'],,tt0032022,6.8,2300,3.074,6.3
tm101294,Midnight,MOVIE,"Jury foreman Edward Weldon's questioning leads to the death sentence for Ethel Saxon. His daughter Stella claims to have killed her lover, the gangster Garboni, just as Saxon was to sit in the electric chair.",1934,,76,"['crime', 'drama', 'romance']",['US'],,tt0025499,5.5,970,2.994,5.2
tm18496,"The Great Flamarion",MOVIE,"A beautiful but unscrupulous female performer manipulates all the men in her life in order to achieve her aims.",1945,,78,"['drama', 'romance', 'thriller']",['US'],,tt0037749,6.5,1228,2.737,6.2
tm156395,"Suicide Squad",MOVIE,"Larry Baker is a young fireman whose daring exploits have led him to receiving a lot of newspaper publicity which goes to his head. His sweetheart, Mary O'Connor, and fire-department friends begin to shun him as they think he is just a publicity hound. But a daring rescue of Mary and her younger brother, Mickey, from a blazing inferno shows him to be more than just a publicity-chaser and, now, a real hero to all.",1935,,56,"['romance', 'action', 'drama']",['US'],,tt0027057,4.2,127,1.469,8.3
tm110555,"Stage Door Canteen",MOVIE,"A young soldier on a pass in New York City visits the famed Stage Door Canteen, where famous stars of the theater and films appear and host a recreational center for servicemen during the war. The soldier meets a pretty young hostess and they enjoy the many entertainers and a growing romance",1943,,132,"['comedy', 'war', 'romance']",['US'],,tt0036384,6.3,1671,3.045,6.2
tm73705,"The Corpse Vanishes",MOVIE,"A scientist keeps his wife young by killing, stealing the bodies of, and taking the gland fluid from virgin brides. He's aided by an old hag, her two sons - a brutish moron, and a malicious dwarf - in his twisted crimes.  A woman reporter, investigating the mystery of the vanishing brides' bodies, accesses his home and discovers the horrid secrets held by the cavernous basement of his house.",1942,,64,"['scifi', 'horror']",['US'],,tt0034613,4.5,3174,4.166,4.1
tm76780,"Black Dragons",MOVIE,"It is prior to the commencement of World War II, and Japan's fiendish Black Dragon Society is hatching an evil plot with the Nazis. They instruct a brilliant scientist, Dr. Melcher, to travel to Japan on a secret mission. There he operates on six Japanese conspirators, transforming them to resemble six American leaders. The actual leaders are murdered and replaced with their likeness.",1942,,64,"['horror', 'war', 'thriller']",['US'],,tt0034521,4.2,1129,2.061,5.5
tm87549,"The Gang's All Here",MOVIE,"Two friends take jobs as truck drivers, unaware that the trucking company is being targeted by a gang of saboteurs who will stop at nothing, including murder, to stop them.",1941,,61,"['comedy', 'action']",['US'],,tt0033646,5.4,180,1.936,5.1
tm70023,"Beyond Tomorrow",MOVIE,"The ghosts of three elderly industrialists killed in an airplane crash return to Earth to help reunite a young couple whom they initially brought together.",1940,,84,"['fantasy', 'romance', 'drama']",['US'],,tt0032247,6.5,1847,2.241,6
tm2363,"A Florida Enchantment",MOVIE,"A young woman discovers a seed that can make women act like men and men act like women. She decides to take one, then slips one to her maid and another to her fiancÃ©. The fun begins.",1914,,63,"['fantasy', 'comedy']",['US'],,tt0003973,5.8,251,1.282,4.4
tm6305,"The Babe Ruth Story",MOVIE,"The baseball player (William Bendix) goes from wayward youth to Boston Red Sox pitcher to New York Yankees home-run hero.",1948,,106,"['drama', 'family', 'sport']",['US'],,tt0040142,5.2,1072,1.96,5.6
